;GNB1;CAMTA1;RBP7;PGD;AGTRAP;TNFRSF1B;EFHD2;MINOS1;CDA;CDC42;RCAN3;LDLRAP1;SH3BGRL3;SYTL1;FGR;THEMIS2;PTP4A2;LCK;CSF3R;MACF1;CAP1;PPT1;ATP6V0B;UQCRH;CMPK1;JUN;JAK1;RP11-386I14.4;GNG5;SH3GLB1;GBP2;LAMTOR5;DRAM2;DENND2D;C1orf162;RAP1A;CAPZA1;RHOC;ATP1A1;CD2;CH17-373J23.1;CH17-189H20.1;LINC00869;PLEKHO1;MCL1;CTSS;C1orf56;CDC42SE1;S100A10;S100A11;S100A9;S100A12;S100A8;S100A6;S100A4;PBXIP1;LAMTOR2;MNDA;FCER1A;DUSP23;TSTD1;FCER1G;FCGR3A;CD247;IER5;GLUL;NCF2;ARPC5;RGS18;RGS1;RGS2;PTPRC;PTPN7;BTG2;FCMR;TRAF3IP3;CAPN2;H3F3A;PARP1;ARF1;IRF2BP2;LYST;ID2;YWHAQ;PDIA6;LAPTM4A;RHOB;RAB10;HADHB;SNX17;LBH;CDC42EP3;ZFP36L2;CALM2;RTN4;REL;ACTR2;PLEK;ARHGAP25;AAK1;PCBP1;NAGK;MOB1A;POLE4;TGOLN2;CAPG;VAMP8;RNF181;GNLY;CD8A;CD8B;LINC00152;IGKC;MAL;DUSP2;COX5B;ZAP70;MGAT4A;RNF149;GCC2;LIMS1;IL1B;PTPN4;GYPC;BIN1;MZT2A;CXCR4;ARHGAP15;ZEB2;NR4A2;CD302;GCA;WIPF1;CFLAR;EEF1B2;ARPC2;TUBA4A;ITM2C;ARL4C;LRRFIP1;ARPC4;BRK1;SH3BP5;SATB1;CMC1;CMTM6;CTNNB1;UQCRC1;GPX1;RHOA;GNAI2;RASSF1;MAPKAPK3;MANF;TKT;SUCLG2;FOXP1;NFKBIZ;TRAT1;CD96;ATG3;COX17;CSTA;RPN1;MBD4;ATP1B3;RNF13;SERP1;SSR3;CCNL1;SEC62;TNFSF10;NDUFB5;EIF4A2;ACAP2;ATP5I;C4orf48;LYAR;FBXL5;FAM200B;FGFBP2;LAP3;SMIM14;RHOH;OCIAD2;HOPX;JCHAIN;CXCL8;NAAA;PLAC8;HSD17B11;PPM1K;H2AFZ;BANK1;LEF1;ANXA5;LSM6;TMEM154;MARCH1;HMGB2;SPCS3;NDUFS6;SUB1;IL7R;FYB;ANXA2R;GZMK;GZMA;KIF2A;PIK3R1;HEXB;SERINC5;TMEM167A;VCAN;MEF2C;GLRX;CAST;REEP5;SNX2;CDC42SE2;IRF1;UQCRQ;TCF7;H2AFY;TGFBI;HNRNPA0;CD14;TCOF1;CD74;ANXA6;ATOX1;NPM1;STK10;DUSP1;ATP6V0E1;PRELID1;LMAN2;TMED9;HNRNPH1;CANX;RNF130;DUSP22;SERPINB1;SERPINB6;LY86;SSR1;TMEM14C;PHACTR1;CD83;TRIM38;BTN3A2;HLA-F;HLA-E;PPP1R18;LTB;LST1;AIF1;CLIC1;C6orf48;HLA-DRA;HLA-DRB1;HLA-DQA1;HLA-DQB1;PSMB9;TAP1;HLA-DMB;HLA-DMA;HLA-DPA1;HLA-DPB1;PIM1;CCND3;TBCC;CNPY3;HMGN3;AKIRIN2;UBE2J1;PNISR;SNX3;CD164;FYN;MARCKS;FAM26F;STX7;IFNGR1;TNFAIP3;ABRACL;UTRN;RAB32;DYNLT1;EZR;SOD2;SFT2D1;RNASET2;CHST12;RAC1;SNX10;SKAP2;CPVL;SEPT7;TRGC2;STK17A;DBNL;MYO1G;SEC61G;LAT2;NCF1;HSPB1;FGL2;CD36;BRI3;ARPC1B;ATP5J2;LAMTOR4;PILRA;TSC22D4;ZNHIT1;POLR2J3;SYPL1;NAMPT;CAPZA2;ARF5;ATP6V1F;AKR1B1;C7orf73;MTPN;ZC3HAV1;NDUFB2;TRBC1;TRBC2;ZYX;GIMAP7;GIMAP4;GIMAP1;CD99;AP1S2;SAT1;CYBB;ATP6AP2;NDUFB11;TIMP1;CFP;PIM2;TSPYL2;MSN;IL2RG;COX7B;PGK1;ITM2A;SH3BGRL;TSC22D3;SLC25A5;SEPT6;SH2D1A;SASH3;VMA21;FLNA;CTSB;ASAH1;DOK2;BNIP3L;DPYSL2;SARAF;LEPROTL1;RAB11FIP1;EIF4EBP1;CEBPD;LYN;SDCBP;LY96;UQCRB;ENY2;LINC00861;MYC;FAM49B;ST3GAL1;LY6E;PSIP1;HACD4;AQP3;UBE2R2;SIT1;GLIPR2;CLTA;EBLN3;ZFAND5;ANXA1;OSTF1;SUSD3;NINJ1;SEC61B;KLF4;TXN;AKNA;ARPC5L;C9orf78;NUP214;FCN1;SNHG7;PHPT1;FBXW5;C9orf142;CLIC3;IFITM2;IFITM1;IFITM3;SIGIRR;RNH1;TALDO1;POLR2L;CTSD;LSP1;MRPL23;NAP1L4;RHOG;TPP1;NUCB2;SVIP;EIF3M;CAT;CD44;DGKZ;SPI1;MPEG1;MS4A6A;MS4A7;MS4A1;TMEM109;CD6;CYB561A3;AHNAK;RARRES3;RTN3;COX8A;RASGRP2;EHD1;NEAT1;SIPA1;CTSW;ADRBK1;PPP1CA;TBC1D10C;GSTP1;TCIRG1;LAMTOR1;CTSC;SRSF8;BIRC3;TMEM123;CASP1;CARD16;ATM;TIMM8B;PCSK7;IL10RA;JAML;CD3E;CD3D;CD3G;ATP5L;HSPA8;ETS1;APLP2;KLF6;GDI2;FAM107B;VIM;PIP4K2A;ITGB1;NCOA4;UBE2D1;JMJD1C;SRGN;PRF1;C10orf54;PSAP;SPOCK2;PTEN;PGAM1;BLOC1S2;USMG5;GSTO1;SHOC2;FAM45A;PRDX3;RGS10;PTPRE;CD27;GAPDH;CD4;TPI1;C12orf57;PTPN6;CLEC4A;KLRG1;KLRB1;CLEC2D;CD69;CLEC2B;CLEC12A;CLEC7A;KLRD1;YBX3;PLBD1;H2AFJ;MGST1;LDHB;KIAA1551;SLC38A1;FKBP11;DAZAP2;BIN2;ITGB7;ATP5G2;BLOC1S1;CD63;TMBIM4;RAP1B;LYZ;RP11-1143G9.4;GLIPR1;OSBPL8;DUSP6;ATP2B1;LINC00936;BTG1;LTA4H;CHPT1;C12orf75;ARPC3;VPS29;HVCN1;ALDH2;PEBP1;SRSF9;DYNLL1;RHOF;RILPL2;MPHOSPH8;POMP;ALOX5AP;RGCC;LCP1;ITM2B;KCTD12;TM9SF2;TNFSF13B;LAMP1;RNASE6;TRDC;TRAC;SLC7A7;PSME2;GZMH;GZMB;NFKBIA;MIS18BP1;GNG2;LGALS3;DHRS7;PRKCH;SYNE2;ZFP36L1;ACTN1;SRSF5;NUMB;NPC2;FOS;GPR65;CALM1;TC2N;NDUFB1;IFI27L2;SERPINA1;TCL1A;BCL11B;EVL;PPP2R5C;HSP90AA1;C14orf2;CRIP1;IGHG1;IGHG3;IGHD;IGHM;SNRPN;NOP10;CHP1;PDIA3;GABPB1-AS1;LINC00926;BNIP2;ANXA2;RORA;USP3;FAM96A;PPIB;OAZ2;SPG21;ANP32A;PKM;COX5A;PSMA4;CTSH;BCL2A1;IL16;SEC11A;ISG20;IDH2;IQGAP1;TCEB2;IL32;HMOX2;LITAF;CPPED1;METTL9;IGSF6;PRKCB;IL4R;LAT;SPN;C16orf54;TMEM219;ALDOA;CORO1A;SEPT1;ITGAL;FUS;PYCARD;VPS35;CYLD;RBL2;MT2A;HERPUD1;CKLF;ATP6V0D1;TERF2IP;HSBP1;COTL1;IRF8;CYBA;YWHAE;ARRB2;RNF167;TXNDC17;GABARAP;ACAP1;CD68;SAT2;NAA38;VAMP2;TMEM107;UBB;RP11-160E2.6;WSB1;LGALS9;EVI2B;EVI2A;SLFN5;CCL5;CCL3;CCL4;CCL3L3;PSMB3;CCR7;STAT3;GRN;FMNL1;SKAP1;ABI3;SCPEP1;RP5-1171I10.5;SUPT4H1;VMP1;CD79B;ICAM2;PECAM1;DDX5;SLC9A3R1;SEPT9;TMC8;SYNGR2;SOCS3;RNF213;P4HB;CD7;MYL12A;MYL12B;ANKRD12;CHMP1B;TTC39C;PMAIP1;BCL2;MBP;FKBP1A;C20orf27;CDC25B;DSTN;CST3;CST7;APMAP;HCK;CHMP4B;C20orf24;SAMHD1;CTSA;CEBPB;LINC01272;CTSZ;GZMM;RNF126;CFD;HMHA1;GPX4;ATP5D;MIDN;NDUFS7;UQCR11;ABHD17A;OAZ1;TIMM13;AES;NDUFA11;STXBP2;MYO1F;C19orf66;CDKN2D;WDR83OS;PRDX2;CALR;LYL1;IER2;CTD-3252C9.4;ADGRE5;DNAJB1;TECR;NDUFB7;RASAL3;KLF2;BST2;PGLS;IFI30;JUND;NDUFA13;GRAMD1A;COX6B1;HCST;TYROBP;TBCB;CAPNS1;GMFG;ZFP36;BLVRB;TGFB1;CD79A;ARHGEF1;POU2F2;PLAUR;FOSB;VASP;SNRPD2;AP2S1;GLTSCR2;EMP3;PPP1R15A;CD37;FLT3LG;FCGRT;NOSIP;NKG7;ZNF331;MYADM;RPS4Y1;CECR1;BID;COMT;MAPK1;IGLC2;IGLC3;SMARCB1;TPST2;XBP1;UQCR10;PIK3IP1;YWHAH;RAC2;LGALS2;LGALS1;SUN2;APOBEC3C;APOBEC3G;RBX1;TSPO;TYMP;SOD1;IFNGR2;CSTB;ITGB2;MT-ND4L
GNB1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CAMTA1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
RBP7;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1
PGD;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0
AGTRAP;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0
