;HES4;ISG15;TNFRSF18;TNFRSF4;PEX10;TNFRSF25;RBP7;EFHD2;RP11-108M9.4;PADI4;CDA;ID3;RPL11;NIPAL3;RUNX3;LDLRAP1;STMN1;UBXN11;ZNF683;GPN2;FGR;IFI6;MARCKSL1;MRPS15;CSF3R;ATP6V0B;RPS8;JUN;LEPROT;IFI44L;IFI44;RP5-887A10.1;GBP1;GBP2;GBP5;EVI5;RHOC;CD2;SRGAP2B;CD160;C1orf54;CTSS;C1orf56;CDC42SE1;S100A11;S100A9;S100A12;S100A8;S100A6;S100A4;RPS27;C1orf43;PBXIP1;LMNA;FCRL5;FCRL2;FCRL1;CD1C;MNDA;PYHIN1;AIM2;FCER1A;FCRL6;SLAMF6;F11R;FCER1G;FCGR3A;FCGR2B;FCRLA;SH2D1B;CD247;XCL2;XCL1;ATP1B1;CACYBP;MRPS14;RALGPS2;C1orf21;FAM129A;PTGS2;RGS18;RGS2;PPP1R15B;G0S2;TRAF5;LINC00467;TMEM206;RP11-452F19.3;H3F3A;RP11-295G20.2;IRF2BP2;GPR137B;EFCAB2;ZNF124;ADAM17;RHOB;TMEM214;GPN1;RASGRP3;QPCT;AC006369.2;CDC42EP3;CYP1B1;RPS27A;BCL11A;EHBP1;WDR92;PLEK;POLE4;GCFC2;TMSB10;CAPG;GNLY;CD8A;CD8B;LINC00152;RP11-1399P15.1;IGKC;MAL;DUSP2;AFF3;RPL31;LIMS1;MIR4435-2HG;SLC20A1;IL1B;IL1RN;CXCR4;CD302;SESTD1;SLC40A1;STAT1;SDPR;GTF3C3;PPIL3;SUMO1;CYP20A1;AC079767.4;GPBAR1;TMBIM1;TUBA4A;RHBDD1;PID1;SP140;SP140L;ITM2C;ARL4C;HDAC4;CAPN10;SEC13;ATG7;TAMM41;RPL32;CCDC174;SH3BP5;CMC1;CTNNB1;GPX1;TCTA;CISH;STAB1;DNASE1L3;FHIT;C3orf14;FRMD4B;TRAT1;GCSAM;BTLA;SLC35A5;ATP6V1A;CCDC191;TIGIT;EAF2;CSTA;DTX3L;MGLL;PIK3CB;GK5;PLSCR1;GPR171;RAP2B;SMC4;SKIL;GNB4;MCCC1;BCL6;CCDC50;HES1;ZNF595;PCGF3;SPON2;WHSC1;C4orf48;LYAR;MAN2B2;RP11-539L10.3;BST1;CD38;FGFBP2;TAPT1;SEL1L3;TLR10;SRD5A3;HOPX;SPINK2;IGFBP7;STAP1;JCHAIN;CXCL8;PF4;PPBP;MRPL1;ARHGAP24;FAM13A;DAPP1;PPP3CA;BANK1;PPA2;TBCK;LEF1;RPL34;PLA2G12A;TIFA;ANXA5;MGST2;RPS3A;TLR2;MARCH1;DDX60;HMGB2;CASP3;PRIMPOL;ACSL1;LPCAT1;BASP1;IL7R;DAB2;NNT;MRPS30;GZMK;GZMA;MAP3K1;GAPT;KIF2A;CENPK;F2R;RPS23;TMEM167A;VCAN;MEF2C;MCTP1;CAMK4;SNX2;TCF7;H2AFY;MZB1;CD14;GNPDA1;CSF1R;CD74;RPS14;SMIM3;ATOX1;HAVCR2;PTTG1;CCNG1;NUDCD2;DUSP1;RUFY1;HNRNPH1;RNF130;CDYL;F13A1;LY86;TMEM170B;SOX4;RP11-367G6.3;TRIM38;HIST1H4C;HIST1H2AC;HIST1H2BD;HMGN4;HLA-A;TUBB;XXbac-BPG299F13.17;HLA-C;HLA-B;LTB;LST1;NCR3;AIF1;HLA-DRA;HLA-DRB1;HLA-DQA1;HLA-DQB1;HLA-DOB;HLA-DMB;HLA-DPA1;HLA-DPB1;RPS18;RP11-140K17.3;CPNE5;FGD2;PIM1;PTCRA;RRP36;MAD2L1BP;MRPL14;EEF1A1;FAM46A;RNGTT;BACH2;MMS22L;CD24;AMD1;FYN;MARCKS;TSPYL1;ARHGAP18;SAMD3;STX7;RPS12;IFNGR1;RMND1;SYNE1;SYTL3;SOD2;RNASET2;ADAP1;CHST12;LFNG;ACTB;TSPAN13;CDCA7L;CREB5;CPVL;NT5C3A;STARD3NL;TRGC2;TRGC1;STK17A;BLVRA;PURB;PHKG1;GUSB;NCF1;FGL2;CD36;GNG11;PON2;CPSF4;CYP3A5;AP4M1;PILRB;PILRA;ORAI2;POLR2J3;ARMC10;NAMPT;LRRN3;FAM3C;AC016831.7;RP11-138A9.1;RP11-138A9.2;CHCHD3;TMEM140;TRBC1;TRBC2;LINC00996;TMEM176B;TMEM176A;CDK5;IL3RA;TMSB4X;AP1S2;SAT1;CYBB;RBM10;CFP;ELK1;FTSJ1;PIM2;HSD17B10;RP13-188A5.1;FTX;ITM2A;NGFRAP1;PGRMC1;RPL39;SH2D1A;FHL1;CD40LG;CD99L2;RPL10;CLIC2;BLK;ASAH1;DOK2;ADAM28;CLU;LEPROTL1;RAB11FIP1;LSM1;PLPP5;ATP6V1H;LYN;UBXN2B;CHD7;MYBL1;LY96;TPD52;CA2;OTUD6B;PLEKHF2;RPL30;KLF10;MRPL13;MTSS1;LYPD2;JAK2;RPS6;CAAP1;B4GALT1;AQP3;UBAP1;ENHO;CD72;TPM2;RGP1;RECK;ZCCHC7;FXN;ZFAND5;ANXA1;VPS13A;GNAQ;CKS2;SLC35D2;NIPSNAP3A;KLF4;TXN;UGCG;RGS3;TLR4;MEGF9;PHF19;GSN;STOM;NDUFA8;PTGS1;NAIF1;TRUB2;POMT1;RALGDS;RXRA;FCN1;PTGDS;C9orf142;CLIC3;FUT7;NPDC1;LRRC26;TUBB4B;IFITM1;IFITM3;IRF7;SCT;TALDO1;RPLP2;CTSD;CD81;CDKN1C;CARS;OSBPL5;TPP1;AKIP1;SWAP70;PDE3B;HIPK3;SPI1;MTCH2;SLC43A3;MPEG1;MS4A6A;MS4A7;MS4A1;SLC15A3;CD6;CYB561A3;FTH1;AHNAK;RP11-727F15.9;RARRES3;PPP1R14B;SAC3D1;SLC25A45;NEAT1;CMB9-22P13.1;MALAT1;CTSW;RP11-658F2.8;GSTP1;LAMTOR1;FOLR3;PGM2L1;RPS3;CREBZF;PRSS23;CTSC;SESN3;BIRC3;CARD16;ATM;POU2AF1;IL18;ZBTB16;CD3D;CD3G;RPS25;NRGN;APLP2;AKR1C3;GATA3;NUDT5;OPTN;NMT2;VIM-AS1;VIM;ITGB1;CCNY;ALOX5;NCOA4;ANK3;ARID5B;RTKN2;SRGN;HK1;PRF1;PCBD1;PSAP;SPOCK2;FUT11;IFIT2;IFIT3;PDLIM1;ENTPD1-AS1;BLNK;GOT1;SFR1;GSTO1;TCF7L2;GRK5;RGS10;NSMCE4A;PLEKHA1;GLRX3;CD9;CD27;GAPDH;ACRBP;LPCAT3;CLEC4C;SLC2A14;SLC2A3;LINC00937;CLEC4E;KLRG1;KLRB1;CLEC2D;CLECL1;CD69;KLRF1;CLEC7A;KLRD1;KLRC1;RP11-291B21.2;YBX3;APOLD1;PLBD1;MGST1;RP11-467L13.7;FGD4;KIF21A;NELL2;ANO6;SMAGP;CD63;RPL41;LRP1;DDIT3;RP11-620J15.3;RAP1B;LYZ;RP11-1143G9.4;DUSP6;RP11-693J15.5;PLXNC1;HCFC2;KIAA1033;C12orf75;UNG;KCTD10;FAM216A;TCTN1;HVCN1;ALDH2;OAS1;BCL7A;HCAR3;GTF2H3;DHX37;SLC15A4;RPL21;TSC22D1;LPAR6;DLEU1;CKAP2;LINC00402;KCTD12;RNASE2;TRAV4;TRDC;TRAC;PRMT5;DHRS4;GZMH;GZMB;AP4S1;NFKBIA;RPS29;VCPKMT;SAV1;TMEM260;DAAM1;PPM1A;PRKCH;RP11-902B17.1;SYNE2;PLEKHG3;ACTN1;NPC2;DLST;FOS;SERPINA1;CLMN;TCL1A;RP11-164H13.1;GSKIP;WARS;MEG3;PPP2R5C;PLD4;CRIP2;CRIP1;AL928768.3;IGHA1;IGHG1;IGHG3;IGHD;IGHM;KIAA0125;NIPA2;RASGRP1;GCHFR;SNAP23;EIF3J-AS1;B2M;DMXL2;CCPG1;LINC00926;RNF111;RORA;TPM1;SNX22;KIAA0101;SMAD3;NEIL1;FAH;ISG20;IQGAP1;FURIN;ARRDC4;NME4;HAGHL;RPS2;IL32;ZSCAN32;ROGDI;METTL22;RPS15A;IGSF6;PRKCB;IL4R;APOBR;CD19;LAT;RP11-231C14.7;C16orf54;MT2A;MT1F;ADGRG1;TANGO6;ST3GAL2;VAC14;MAF;COTL1;KIAA0513;IRF8;CYBA;RPL13;SPATA2L;SERPINF1;MNT;P2RX5;CYB5D2;PFN1;XAF1;CLEC10A;CD68;TNFRSF13B;SMCR5;RP11-160E2.6;LGALS9;RPL23A;TRAF4;NUFIP2;CPD;CCL5;CCL3;CCL4;CCL3L3;MRPL45;RPL19;RP5-1028K7.2;CCR7;LSM12;G6PC3;SLC25A39;CTD-2020K17.1;TBX21;ABI3;MMD;RNF43;TUBD1;CD79B;CD300E;H3F3B;SRP68;SEC14L1;SOCS3;TIMP2;ACTG1;CD7;RIOK3;TCF4;RP11-35G9.3;BCL2;HSBP1L1;TXNL4A;FAM110A;SIRPB1;PCED1A;VPS16;CDC25B;MAVS;CD93;CST3;CST7;APMAP;HCK;ACSS2;IFT52;CD40;LINC01272;BCAS4;TUBB1;GZMM;CFD;ABHD17A;OAZ1;GNG7;DOHH;MATK;SIRT6;TICAM1;PTPRS;FCER2;MARCH2;PRAM1;MYO1F;ZNF562;ICAM1;S1PR5;ZNF439;JUNB;TRMT1;CTD-3252C9.4;DNAJB1;TPM4;FAM129C;RPL18A;IFI30;LRRC25;CD22;NFKBID;TYROBP;PPP1R14A;ZNF780A;SERTAD3;BLVRB;CD79A;CNFN;BCL3;CLPTM1;SLC1A5;CA11;FTL;CD37;FLT3LG;RPL13A;SPIB;SIGLEC9;NKG7;SIGLEC10;ZNF600;MYADM;PRPF31;LILRA4;LILRA1;LILRB4;CTB-61M7.2;KMT5C;ISOC2;ZNF628;ZSCAN18;RPS5;IGLC2;VPREB3;DERL3;TPST2;MIAT;XBP1;PIK3IP1;YWHAH;HMOX1;APOL2;CSF2RB;MPST;IL2RB;LGALS2;LGALS1;SUN2;APOBEC3A;APOBEC3C;APOBEC3G;RPL3;POLR3H;PMM1;DESI1;TNFRSF13C;CENPM;RNU12;TTC38;TYMP;ODF3B;MAP3K7CL;OLIG1;DOPEY2;BACE2;MX1;COL6A2;MT-ND2;MT-CO1;MT-CO2;MT-ATP6;MT-CO3;MT-ND3;MT-ND4
HES4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8999387668879448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8642779013437202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5935592565575624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8888350380025447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.812911863506611;0.751314479679265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5461981485351004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6478652289044207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7688871392611686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7332828848076407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6989085964026764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ISG15;0.0;2.220446049250313e-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6711251635434466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6254229523366666;0.7416222198349924;0.0;0.8778056338677468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8687850612722903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8285951391631051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8882641297275606;0.7163034980364356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8243587637421765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8506395336620416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7375992347112539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
